guest_distance_km,booking_lead_time,room_price_vs_avg_income,relation_to_host,cancellation_flag
279.7705223602557,132.69699789863205,0.16072482655606635,Friend,0
434.3026728096024,67.9424967968975,0.4354501332755492,Family,0
165.12634690105256,79.11544556854875,0.1010321404792409,Friend,1
219.83942362467252,157.14565204693736,0.5100951976089196,Family,1
629.9544787148501,36.46178199030019,0.27103756716892397,Family,1
425.6255230646128,111.10521246969313,0.5131674155378564,Friend,1
359.032168095776,91.5166924107118,0.13757439151797674,Friend,0
651.2027129358069,79.7936190563305,0.5345867607055729,Friend,0
182.93715675630506,146.91769319048598,0.17377696122082922,Family,1
255.68698344619608,61.839252297940675,0.4365062156777948,Friend,1
415.7860609562788,129.2933363818328,0.3459343250162839,Friend,0
405.3829181194726,98.18201538688707,0.6231597194068854,Family,0
85.16911485968262,96.41129934109543,0.1359719083332499,Friend,1
236.09228272102297,65.3961780599553,0.1821030080580155,Family,1
293.39967407232126,74.519111144753,0.18054714406704966,Friend,1
448.9211084063536,54.1068356123885,0.3984264036481921,Friend,0
404.3527283035199,114.48260349906536,0.2522821365862156,Friend,0
314.47859280026177,134.1971622556925,0.16828514989148932,Family,0
42.821016381200124,84.15944919610948,0.2651013233409286,Family,0
326.5342388902921,99.58025078051338,0.6029564887983194,Friend,1
349.12780555704467,122.0927445564781,0.31967315250736944,Family,0
1459.599557756574,68.52107050223708,0.26835285857710156,Friend,0
286.09195452612664,87.60410238194824,0.18843517936425794,Family,0
417.41190449279947,116.85756938371378,0.3609605561887293,Friend,1
724.042551776193,120.2141635878121,0.2792024692513676,Friend,1
567.6145392944721,113.51821477162989,0.6794963821125704,Friend,1
842.5609161222958,62.89727886523691,0.15163048481189176,Friend,1
86.58244388153729,111.8121230031321,0.21990283336173036,Friend,0
137.41237883206512,56.50172377412164,0.4877796312214406,Friend,0
207.45340888844538,137.44922033859413,0.23930066001851305,Family,0
71.86343897045094,43.016614308141804,0.23313932151278363,Friend,0
351.3514587216295,103.58862111472706,0.21435460640602308,Friend,1
147.8355421141034,78.68619486809214,0.12310682215460121,Friend,0
915.0417493364181,95.3318534846986,0.2133905374585294,Friend,0
169.24017608905783,47.150915035415615,0.5599242440595509,Friend,1
256.90064357392794,61.200169163851825,0.26674161214976994,Family,1
590.5924319408506,107.0280028421422,0.2509848410416025,Friend,0
105.8276113934987,97.81991264185929,0.16516468270465112,Friend,1
66.71663298199823,118.05431234133789,0.4031923223919812,Friend,0
383.3143487555225,90.98831064142166,0.16531519446263715,Family,0
405.0380971499506,1.0,0.222260119061349,Family,0
578.6909279647662,114.62820500650622,0.41339453674411925,Family,0
487.07544400554957,113.50982105854523,0.2473852935800042,Friend,1
416.04473411405786,145.06517580421098,0.46894964677409795,Friend,1
186.77628339084526,88.85948227188362,0.5177567088646616,Friend,0
396.96898232738886,36.329692848530414,0.3981947670813145,Friend,0
414.8748520321405,68.47549334556419,0.15304972743251563,Friend,1
180.81685856170353,118.16429344751796,0.27602483191549415,Friend,0
1084.4151039556855,95.02635850094615,0.49823109486616496,Family,1
471.2547141536219,131.4921912315064,0.6210761664383788,Family,1
139.6923490940793,128.00004530077908,0.33959838899992656,Friend,1
580.6555810404524,57.34690173971772,0.4485530796548028,Family,1
649.0790280807798,67.47472580334353,0.16976271827823347,Friend,0
451.67566975228317,59.944867598095996,0.0936811012016923,Friend,1
273.903967627786,100.86861444327151,0.07170981797456166,Friend,1
174.13706920924196,41.98022592934461,0.2778788403838525,Family,1
313.8194392704196,79.72714272625566,0.447230735182944,Friend,1
429.4051891444604,99.44545728554638,0.41752511086687405,Friend,0
336.7016899383298,145.27853752826093,0.3715680078349819,Friend,1
867.1054433975231,94.10098363154258,0.15451444770132086,Family,0
522.3825671694111,62.63019663814384,0.7108284408704197,Friend,1
157.38401087558637,42.78508104535944,0.3705576812754337,Friend,0
126.23753096584475,112.90897739295865,0.09427520161558417,Friend,1
474.0702230034583,114.18225641444796,0.277227511089158,Friend,0
278.9005051938701,79.09204875819921,0.18641457429007546,Friend,1
553.762429237872,69.49779255069042,0.13350967185867324,Friend,1
471.0611257172984,67.27920054427808,0.10535307016917933,Friend,0
314.8803758852521,106.59227258058719,0.42548157481003024,Friend,1
159.01213621201137,85.96588907883745,0.3021859608010908,Family,1
75.23994493730439,98.35847370634545,0.34088243406401764,Friend,0
391.7241483395579,103.4193425590167,0.6733782323645755,Friend,1
104.05030672380644,93.19531570140538,0.5357818654963514,Friend,0
153.24082588113944,133.399669020581,0.028445817928292916,Family,0
374.6212559973296,129.1527031074141,0.5187410383589796,Friend,1
348.5897751038584,95.11680728481394,0.06846636884227147,Friend,1
116.7443912946964,128.8145230245716,0.5864226613817226,Friend,1
698.4653127047106,98.62780418526754,0.2691858208196227,Family,0
686.1716860896818,144.19707810303285,0.06277624374546813,Friend,1
484.7828416751729,106.12783873564017,0.47830811291482267,Family,1
484.3688908195961,28.622716569201273,0.6046843628644653,Family,0
484.7869578261463,115.1626696035906,0.35482610975607476,Family,1
645.3119893714127,99.46743878887935,0.24713348534203716,Family,0
531.3950721656497,94.90072441122895,0.30782707745075194,Friend,0
170.95956214950724,53.130830196515916,0.1725532309943157,Family,0
275.849696140864,97.82003718442573,0.37670856891648047,Family,0
1359.3064396448974,139.54667320767354,0.22785713264947155,Friend,1
46.29686381425404,94.20994651321404,0.22590285253661307,Friend,0
225.72594189389145,82.31045576979282,0.32419378302048796,Friend,1
700.9625112056592,48.88398720159129,0.22847323409713036,Family,1
180.65336524716733,72.60967954084876,0.5340169531737765,Family,1
541.3958576698446,96.9564042270597,0.16835450426338708,Friend,0
345.23892767937105,109.79742492513745,0.19913340972784213,Family,0
191.80898340592844,63.580565729235616,0.1764058468856802,Friend,0
36.202243424231725,71.86850411507035,0.18475752087678943,Friend,0
383.8305039870936,81.66312842901081,0.09345640763054476,Friend,0
167.72186429656887,66.04275165939572,0.20468726390255967,Friend,0
304.5774750549615,110.15232807553073,0.4513868737360288,Family,1
481.4601939851552,97.65708575796891,0.2452183363490284,Friend,1
610.5624596694156,65.5167145056891,0.5585911009059172,Friend,1
225.12647115480476,88.51341905379745,0.11832860986824789,Friend,0
191.50032306483354,116.54936511593854,0.37201740687105705,Family,1
102.26121558565934,102.6497948992769,0.09022442138544398,Family,0
630.9258144792833,47.29947852066999,0.36590192716041064,Friend,1
1236.3451951017219,106.89949092076716,0.02847616727852784,Friend,0
677.2952766399335,95.22816160287755,0.5720854557827728,Friend,0
779.1202105285402,87.89052765756566,0.10699229385072352,Friend,0
181.96681910446316,96.28667901177542,0.07002478534454612,Friend,1
461.5603330111346,109.31754551423674,0.2913852530748712,Friend,1
576.0138997921555,102.6214596479177,0.6420630098224954,Friend,1
132.62771948626425,119.67500994926709,0.27759238698788363,Friend,0
957.4304292531924,101.61120541756151,0.055255337493668885,Family,0
83.64268672019666,163.9010983877531,0.07713797844756326,Family,0
861.1314031791569,106.37724490487155,0.1325472229468097,Family,0
83.05642553938416,82.72486818943614,0.1735470996824422,Friend,0
138.707531988955,65.39091810674715,0.008941050185772235,Family,0
467.4500986272675,115.79365621994845,0.5319993449502517,Family,1
351.68292765438923,83.59966190344457,0.18345320550235708,Friend,1
243.4153266354022,98.35291211026153,0.1784678549572648,Friend,0
933.428761077968,87.7951191414605,0.231419999582109,Family,1
104.99453762041158,86.00634690481259,0.3802436190000334,Family,1
295.65844011193195,39.80823826894933,0.13961436596470453,Friend,0
509.47901809978094,105.99495721386079,0.33501784884224733,Friend,1
411.27618204100634,96.26820363310154,0.10515750170672146,Family,0
197.0179142403919,57.17288610619142,0.22837897431248305,Friend,0
203.14211679308735,121.2748655154539,0.23256815411261,Family,0
604.3399844517546,40.5077450868649,0.3162398703727194,Family,1
623.738263773154,103.38693858312773,0.2928413014453717,Friend,1
419.1397665657713,105.60280913782526,0.4517371289327672,Friend,1
161.8343874331046,92.2623844946688,0.17447968525173646,Friend,0
208.60677838233778,175.43103749446513,0.09532456477457493,Friend,1
327.96563769270557,175.3930392441295,0.48422291402839535,Family,1
364.5541147836445,61.86473212974664,0.10283229178939343,Family,1
495.48722369561773,67.76230783664191,0.5232955336158266,Family,1
283.8054445286359,99.41292941170956,0.2659493211781811,Friend,1
595.1024465004442,67.22956319273673,0.04378532959674037,Family,0
590.5895657349026,108.77443318997086,0.2827562033137791,Friend,0
796.7907366157049,172.76094566461796,0.09806569622025724,Friend,0
338.78596584739154,95.42900943076768,0.09228514935473625,Friend,0
424.2337684053278,106.70205515153384,0.09400533181608688,Friend,0
300.8470413228197,50.413405944647934,0.5413318998309629,Friend,1
163.5589365033998,67.2318695884849,0.4306177617809219,Family,1
1218.019243967026,29.634834031268305,0.3712683918687696,Family,0
730.683345601808,81.97872181528778,0.1261726366971311,Friend,0
582.3685856903767,128.19109146069647,0.44784309398032485,Family,0
330.18121853843803,57.749280747116124,0.21691199247472598,Family,0
151.18962084219208,107.02358252690357,0.720867444997339,Friend,0
653.8187819106406,84.14048364513557,0.1003690202874908,Family,0
296.7867581405676,96.46721831833669,0.2855622964745327,Family,1
451.72326354446295,153.8617371141452,0.026938875074094135,Friend,0
207.93809041129464,125.17405284761855,0.3872457028722459,Family,0
400.6683503289973,84.05363511940585,0.2575733656251181,Family,0
218.82641252404903,78.81333689436876,0.21221444668676936,Friend,1
225.90390395334055,68.01866751262781,0.13750641169316208,Family,0
396.9098756500353,146.36378721161776,0.4649939384687966,Friend,1
81.81309501878172,112.90932858249802,0.24585708452927002,Family,0
85.99381572162412,120.18900775905459,0.3995036227426421,Family,1
180.11488758058428,72.08249862015455,0.2805172121392096,Family,0
281.2030309102118,95.87648425291596,0.1574225576819918,Family,0
607.4385825772574,90.10981327859915,0.24006228848917122,Family,1
293.71926326700066,53.189120095143394,0.1475259072329369,Friend,0
328.5760748479017,56.22627181770613,0.5423663034706867,Friend,1
264.2189086762838,50.09597853418614,0.32717662343070386,Family,0
423.79490594773034,88.39003696280417,0.3793712975493396,Friend,1
162.11591174534493,47.26049078312133,0.3412856169533616,Friend,1
306.03278680021657,145.30389755954036,0.37839241957330194,Friend,1
448.1849585145156,138.41734143159175,0.5277129082728423,Friend,1
394.6061616465207,66.7121694367567,0.1987276723221684,Family,0
336.59525992851655,51.0493119352547,0.3253080296942664,Friend,0
339.7019675092633,95.74111288471589,0.21947963283083866,Friend,0
479.15806536235453,94.82863907359928,0.07942556840591992,Friend,1
1255.6398393757895,82.06000485365975,0.36099977867738314,Family,0
171.86736667043377,112.80302226976453,0.29211470460515154,Family,1
1278.6704653570112,64.40588528659359,0.1639864770496653,Family,0
165.1579222658572,93.1822852971496,0.1452541644574186,Friend,0
30.702699055796213,64.1120213704721,0.41816285938962333,Friend,0
215.1780018906317,61.668399766069115,0.13419733028823108,Family,0
429.58985216707015,108.15887505110007,0.34713349618639433,Friend,0
1090.319363196041,92.91804213799476,0.24567742214115165,Family,1
151.01283367042973,135.81269348869594,0.18862303860501084,Family,0
477.16161912055696,46.251196646042246,0.44280158666048003,Family,0
95.44798892998784,49.62496922714859,0.09258180478042358,Family,1
1065.077937660042,127.77946641514228,0.10127529116435312,Friend,1
740.0159622021105,71.5363649191198,0.5920299703316716,Family,1
226.27517197136214,93.19488259256563,0.08660555037758985,Friend,1
819.3385582156633,99.43589973181193,0.26734947271584925,Friend,1
304.62527546224135,78.23834801478274,0.20655626950076947,Friend,0
765.9641225339348,81.30027208402421,0.3898406628655746,Friend,1
334.68908469847,93.81289871290183,0.37506730799585863,Friend,0
345.6114105355589,65.4426380557905,0.6022574401338477,Family,0
230.10777586048556,83.58171554230799,0.0978223076718082,Friend,0
521.4017082953126,117.90899946491453,0.3345480698421073,Friend,0
365.36825611326196,84.4873589479142,0.30119328974981374,Friend,0
484.5851889642464,55.121767570151384,0.20846574262204437,Family,0
73.4107476985945,108.98801294323381,0.4491951049221217,Family,0
784.0261481189032,110.00615886837622,0.11733836086373903,Friend,1
915.6582318623249,76.5330986842971,0.36932806288974823,Friend,0
364.10131776623365,16.290596329078824,0.17320876833092508,Family,0
1198.7413283809783,96.41583831490861,0.15426883142004397,Family,1
1023.0083312822292,158.9852835217594,0.1784773951815536,Friend,0
529.2783683065992,113.41935600735036,0.16891854876780027,Friend,0
826.2989264072518,68.04967766699524,0.38989531951094714,Family,1
688.1048496512996,31.87716772479674,0.3134811158611614,Friend,0
54.225940180738604,66.79772614617185,0.19978059832762118,Friend,1
268.4992637891893,109.13981622618014,0.40509326100044574,Family,0
555.0461547119473,78.94040026800127,0.7594867864127071,Friend,1
955.451459675709,121.78175543333876,0.2165534110072376,Friend,0
88.88878366287051,58.225603960357596,0.0583112795825286,Family,0
58.597814396315606,58.68616612125916,0.39775450429026016,Family,0
319.1956988513794,65.31191980346343,0.051886658562594015,Friend,0
33.7725690791808,109.15479969193683,0.5807033430743218,Friend,1
310.8480688460037,86.45352385187807,0.23581137107138855,Family,0
437.2309033941872,73.8193019867038,0.5375288887339866,Family,1
144.78515910459825,113.86435242551855,0.3843118998446396,Friend,1
317.4101583938334,127.90446878142032,0.5800457414219456,Friend,1
645.7695352432773,41.663308387288176,0.14207084289938468,Family,0
214.31081540021708,120.97006019264373,0.34088453670108254,Friend,1
167.6643595401451,83.96599190179745,0.4264692382163547,Family,1
306.4548781081428,123.3228990080462,0.12276792016652273,Friend,1
131.1173407478918,94.45738870858263,0.13728255286460747,Friend,0
1141.4819999064325,115.32317916777174,0.4101934735604173,Friend,1
342.5214961129231,56.51464316041254,0.27753011283490664,Family,0
183.34030145668038,62.90987172208924,0.3168409926468508,Friend,0
391.6914183123321,84.02258801151538,0.2238576643403669,Friend,1
305.16339616100254,43.64071840417779,0.4557955319941074,Friend,1
279.47249203891147,55.81352663582419,0.12598200291995465,Friend,0
214.263978939523,121.67002553532646,0.6346741188795665,Friend,1
205.666681983048,45.64462193435044,0.1710500943355143,Friend,1
75.20703774843102,62.29126618282142,0.11544862573199227,Friend,0
825.4681365545624,83.28721426163027,0.11265800511841305,Family,0
505.4605820703131,91.19858216169298,0.4807962038481824,Family,1
420.329231335796,45.65066271187277,0.20457706761466435,Friend,1
301.3840042002095,73.46693885581578,0.7553789199084495,Family,1
142.4783751321744,90.60241107468039,0.10599074480129057,Family,1
173.6995463963502,104.91953290356487,0.5148423141443961,Friend,1
84.4555247856698,59.15408135263311,0.6498208353170304,Friend,0
192.7084278789267,49.367405285730634,0.31169482007470567,Friend,0
124.80287074381984,53.995735723644415,0.1524633225710749,Friend,1
986.2693074851016,86.22257566547569,0.42107249137387953,Friend,0
616.7230005171543,74.75926322773672,0.6171601026987307,Friend,0
353.71145871369447,86.62584670234413,0.4022792769036219,Friend,0
156.73883470315323,83.15208681035351,0.4151601937570928,Family,1
130.83977670217038,80.64035539486747,0.15830792295719762,Family,0
286.563786056492,82.44706662637915,0.3897430599259308,Family,0
634.2168655300741,100.87017940644279,0.38888124518030565,Family,0
86.92803899929663,121.12715223408176,0.22937200673830332,Family,1
500.8440771952092,94.14204024839557,0.12707691524684642,Friend,1
191.98011966337026,104.71328881099656,0.34034690867243433,Friend,1
222.71427941324214,56.78167207364833,0.16856298452894214,Friend,0
346.01917581861983,132.2305382614463,0.38584656326251976,Family,0
161.52275668387676,105.45477963581784,0.54447109011691,Family,1
275.36534392917594,136.13345574857362,0.144405120552173,Friend,1
149.62368784845944,82.52196497756395,0.37459029059135424,Friend,0
205.48838137067486,82.59861590551249,0.7929120083145498,Friend,1
568.8887604782774,50.05064474823939,0.2746095957245144,Friend,1
359.6442416914389,115.14459870447375,0.08781239590450078,Friend,0
567.4135651806628,49.028145049130515,0.3802749311651935,Friend,1
189.84663160644547,95.85486944719173,0.27581612010081036,Friend,1
503.43274209734136,121.94740818815103,0.11146755304345932,Friend,0
64.96010949737567,82.8873750695541,0.3189308521537961,Family,0
345.90359523903527,86.09886539902821,0.022224769685211556,Friend,0
526.8981011694952,148.72023577515026,0.06315446852080568,Family,0
62.05561109847254,17.030674576416445,0.22823398828714342,Family,0
191.76687328041805,84.4842323698588,0.2314191537162118,Friend,1
345.72200424436284,57.396471639101804,0.2582999166783645,Friend,1
666.5121232191941,105.9260679294299,0.1363985769024242,Friend,0
205.46583872279123,127.82002846447509,0.3172470707869756,Friend,1
489.6942879626101,55.723648551856314,0.31359513413559376,Friend,0
861.2749792947769,107.71305011783409,0.13317335413918538,Friend,0
505.6361678318323,100.18685463975325,0.3313683885595386,Friend,0
283.607704385502,114.37404146752283,0.3602606667406562,Friend,0
438.63941275107214,76.52152875806175,0.1716765226451476,Friend,0
200.44068805930252,123.89995254837699,0.3934579754607436,Friend,1
356.19429820906396,111.90789451825759,0.21330130872314845,Family,1
294.73168946693573,89.93384265957525,0.12885347361455124,Friend,1
428.3211162080358,84.67882450610512,0.07983152814091687,Friend,0
237.89575930657153,111.685170559483,0.2481359120476189,Friend,0
445.9054190615447,105.72151284272977,0.44415049403850976,Friend,1
236.02270836350746,78.49745608483816,0.32076907463625975,Family,0
612.6403145456977,33.143644409123326,0.12652051929401742,Friend,0
256.0416757564136,34.20378399843479,0.5186129252343928,Friend,0
35.44457814810271,125.0668432901962,0.3078897057146072,Family,1
134.9176943151118,67.37987581090155,0.2206242553578291,Friend,0
338.11159002105427,56.80943770092934,0.17392118901852804,Friend,0
980.5839857520658,87.31220647903547,0.22883864875424803,Friend,0
596.6195703543005,96.9133459637892,0.05541813135587898,Friend,1
26.333936387706114,67.90685884454342,0.2376518085221852,Family,0
78.7644764214248,27.299218560461526,0.526190258912296,Friend,1
724.4459013264927,79.1847693277092,0.34301406819514435,Family,1
524.8648988316125,56.85700202263099,0.25474988184733804,Friend,1
1330.5365601182843,51.19844502444812,0.25949148254575843,Friend,0
228.2381894569697,113.61738334737905,0.20281711070265387,Friend,1
158.53172836502347,49.25688793119514,0.06556012296811219,Friend,0
352.1552078788127,109.61934231575012,0.2816286209842118,Friend,1
224.58784888499687,105.60368796311755,0.17631294982614476,Family,0
679.3994365911074,88.12900567080919,0.30948613391562874,Friend,1
218.22758842624586,127.42278485173296,0.30467243657409054,Family,0
268.39464405326925,119.06670402987737,0.1906193646321631,Friend,0
139.1029406968844,43.3347101688837,0.24425053565108584,Friend,0
569.4779854888571,91.94194404001023,0.19492172027477467,Family,1
147.42432174650693,86.10591293825524,0.7468239039171981,Friend,1
451.8824685176419,126.49586068766362,0.12368660080761427,Family,1
1090.6749779137983,31.76677189609412,0.39730004205638414,Family,1
52.70302912572834,91.36080257993498,0.16139550140909312,Family,1
888.0323362696237,94.19710972232487,0.3522511791011849,Friend,1
410.9723300828973,124.20774748375055,0.10522679948062934,Family,1
119.00145090427452,96.11420004362617,0.07301715859858941,Family,0
362.3842741727359,101.41683362940562,0.2616630739554927,Friend,1
558.034758393977,139.3342041936456,0.19439454104707432,Friend,1
168.05632811853098,80.30298601688867,0.29411088387024176,Family,1
470.4860786451284,91.90744005562178,0.49039413544374344,Family,1
937.111469009021,104.19883849787576,0.26902536708769487,Friend,1
217.99420331949736,59.632312559611954,0.16387296652947175,Friend,0
137.5456423429539,45.96161548776725,0.2876532874350062,Friend,1
301.8986939713952,99.47586160348877,0.10175504628154479,Family,0
347.92945440546293,92.41722819340724,0.3950951738383348,Friend,0
703.1859816213588,145.26717776318407,0.16273020888589473,Friend,0
294.17766753380346,82.61137552169838,0.15249522676372224,Family,0
234.81527489772253,102.96150703418172,0.19504128282712177,Family,0
134.3508173799242,55.474140808144085,0.4530731092217947,Family,0
62.618244820685774,74.26722686719168,0.27663571638543133,Family,1
98.88408456078767,137.99961960624165,0.22201392787004356,Friend,1
98.29747633943057,52.27544267647186,0.1983098178003733,Friend,0
270.69927395146846,108.8445391407869,0.41628331150637476,Family,1
76.3658428613453,128.64530042349264,0.015581788091510534,Friend,1
319.5100695437998,85.18259191556895,0.36372772342517407,Friend,1
1074.908823746119,57.654677664080204,0.4649876977865879,Friend,1
717.024807609501,124.07180931542266,0.3378273126426849,Family,0
268.6150997569755,119.58300087872645,0.054743023404560845,Friend,0
1537.0291948095785,89.10155714443871,0.27136992445267205,Family,0
348.8584469945188,105.39273870651083,0.2729429745521613,Friend,1
387.13903271494155,71.56499453815036,0.02600648142897571,Friend,1
297.43170201531603,71.24260682348218,0.2352932138826078,Family,1
324.94779216817864,90.27686427794067,0.2889022349390249,Family,1
211.78823716561686,89.44146419556567,0.28277709867414014,Friend,0
271.73760997354515,49.99724714259272,0.2859493434108969,Friend,1
891.9822903703274,70.78530812194498,0.35645630319726807,Friend,0
769.6879539202176,53.39786525864775,0.304549339606808,Friend,1
33.43988880632139,115.09339840750086,0.14744620222165783,Family,0
85.98880163905505,103.95281379035178,0.26351306439860833,Friend,1
170.13512015855892,103.32466641826396,0.18243513029118838,Family,0
637.9909835509827,3.626110744575783,0.07470889407703704,Friend,1
781.2339477436948,54.38980961751995,0.3995539829536343,Friend,0
556.5455235320796,99.7551389905668,0.158067828078637,Family,0
118.53911714996622,127.67593384900414,0.03861267579396002,Friend,0
215.41622007940995,101.88072552815896,0.6466230562397134,Friend,1
476.3275917929489,110.18713783895178,0.19451913525705034,Family,0
275.0523603873138,106.62975376614996,0.27199773241704894,Friend,0
245.61891621273708,103.59353763329327,0.057009116444994325,Friend,1
248.548846515209,88.37238038799987,0.3262594647174304,Friend,1
731.2145625793864,60.80508166298151,0.5918367508962702,Friend,0
511.1197875094654,116.22799060637651,0.5776520219522889,Family,0
259.6265353609102,108.11498564186081,0.2675931155613295,Family,0
424.83040096669845,102.29523260073321,0.1933745130878715,Friend,1
103.41301620424628,97.4858433722855,0.3146916072033874,Family,0
215.7632721902022,69.97688605700763,0.32881293363994063,Family,0
684.1710894794885,125.85404003866492,0.1624435874422295,Friend,0
71.31103654000445,36.422871021446056,0.33926832868999246,Friend,0
515.5646052852619,82.93042721575628,0.2523161256645941,Family,0
32.96612125502984,124.22332214738016,0.1488405905384063,Friend,1
991.2344303406958,86.42573572707076,0.46052352057755896,Family,1
211.50321157415252,87.1094253309731,0.5479868441323258,Friend,0
447.3753195232203,67.9180931342178,0.24581451076721716,Family,1
363.70520087214726,142.93733808146285,0.30250675946237904,Friend,1
373.6666045934518,122.38563230306227,0.0596615674281074,Friend,0
419.29085974489703,150.0850346799681,0.3943097951060011,Family,1
58.04969570009104,83.72329617222559,0.2868553834008071,Friend,0
379.4255552506309,54.46829556221404,0.26586016653979083,Family,0
288.0499643797651,14.050925434997183,0.1878148721683136,Friend,0
212.4884001453232,127.18827748832398,0.1954768468820553,Friend,1
170.05465346076102,98.63720085660454,0.04290467875452749,Family,0
386.5004853967693,89.66393712721653,0.5064385861199138,Family,1
139.15931650950512,63.02396464556746,0.3327405437549352,Friend,1
675.9253223298693,113.24210582046392,0.262149216265386,Family,0
470.85301273101965,89.52763361202518,0.19075306204431378,Friend,0
403.9063052023216,92.69175603152972,0.36055225662960344,Friend,1
656.8867615773803,35.52445518657532,0.5076464334345013,Family,1
48.148518449079674,128.45822100496557,0.11364036537379776,Family,0
100.08144822340358,83.2193497810689,0.07066106803798314,Friend,1
485.6529687438366,83.27072617478964,0.19543138194830176,Family,0
178.86742311025893,92.48977266776427,0.09573038167549672,Friend,0
199.05827700842804,110.82035925237814,0.3758554159925092,Friend,0
86.0778318194609,87.64923445641362,0.07660824061036321,Family,0
139.52012419833105,101.41253940144622,0.5304464962658869,Friend,1
686.1047301634882,44.91396444025336,0.29817354922080014,Friend,0
477.62048426173857,85.8534275912976,0.45361590531040374,Family,1
383.3716742744249,95.88352106941053,0.399967586905409,Family,0
205.70044486263535,81.77871940036964,0.18955416114933582,Friend,0
365.8389797399122,129.66767537142943,0.36283039573231063,Friend,0
726.8395820793313,75.60504276366893,0.18776760171800702,Friend,0
182.74280410547726,113.47255765572271,0.26830197645663745,Family,0
324.38071113402043,87.1075599003025,0.25721244931417914,Friend,1
1031.46145777629,108.13354746932708,0.15533876134905197,Friend,1
551.5024438300969,123.67156865743794,0.7565540724871297,Friend,1
208.1752787032007,110.41779074178119,0.42958417218984507,Family,1
521.0399621531457,60.22660819128586,0.12237416833533535,Friend,1
70.06273882571622,105.34126815425279,0.16412916533102664,Friend,0
314.48169410083125,110.91521545282293,0.29872385213429314,Family,0
520.6443558273639,91.09117131400295,0.2626098193804064,Family,1
441.45202409653234,85.5152076367543,0.5411450496467121,Friend,1
517.1463412887091,118.38492382520985,0.43221782929169567,Family,0
598.3403542749373,67.70378083528024,0.2953748126274304,Friend,1
466.5050518325515,75.09232567592966,0.2546693853868324,Family,0
457.02004565120006,99.16523157546506,0.42413423930872823,Friend,1
389.88507656672397,110.90977593352666,0.10937276921495112,Friend,0
124.86880114626442,81.3255319709038,0.07207446325748268,Friend,0
685.9004728930142,131.3564403341561,0.1827637999962252,Friend,1
323.22418876986603,1.0,0.18290153443890125,Friend,1
